"DR Number","Date Reported","Date Occurred","Time Occurred","Area ID","Area Name","Reporting District","Crime Code","Crime Code Description","MO Codes","Victim Age","Victim Sex","Victim Descent","Premise Code","Premise Description","Weapon Used Code","Weapon Description","Status Code","Crime Code 1","Crime Code 2","Crime Code 3","Crime Code 4","Address","Cross Street","lat","lon"
"172100508","01/09/2017","12/23/2016","1500","21","Topanga","2161","310","BURGLARY","0344","36","M","A","720","JUNIOR HIGH SCHOOL","","","IC","310","","","","23800    CALIFA                       ST","","34.1779","-118.6445"
"172104035","01/02/2017","12/31/2016","0800","21","Topanga","2161","310","BURGLARY","1609 0321 0344","27","M","A","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5600    OSTIN                        AV","","34.1722","-118.6527"
"172104114","01/03/2017","12/19/2016","1000","21","Topanga","2185","310","BURGLARY","1607 0321","56","F","W","501","SINGLE FAMILY DWELLING","","","IC","310","","","","22100    SAN MIGUEL                   ST","","34.1586","-118.608"
"172104222","01/04/2017","12/21/2016","1500","21","Topanga","2187","310","BURGLARY","0344 1609","59","M","O","501","SINGLE FAMILY DWELLING","","","IC","310","","","","21600    MEDINA ESTATES               DR","","34.1583","-118.6001"
"172104718","01/13/2017","12/30/2016","1500","21","Topanga","2177","310","BURGLARY","0344 0321 1606","49","M","H","707","GARAGE/CARPORT","","","IC","310","","","","20800    CLARK                        ST","","34.1688","-118.5854"
"172117403","09/26/2017","09/25/2016","2200","21","Topanga","2185","310","BURGLARY","0344 0321 1609","116","","","210","RESTAURANT/FAST FOOD","","","IC","310","","","","5300    TOPANGA CANYON               BL","","34.1592","-118.6108"
"162121229","01/17/2017","01/16/2017","2210","21","Topanga","2185","310","BURGLARY","0344 1402","34","M","W","501","SINGLE FAMILY DWELLING","","","AA","310","998","","","22100    SAN MIGUEL                   ST","","34.1586","-118.608"
"172100504","01/09/2017","01/09/2017","0243","21","Topanga","2175","310","BURGLARY","1609 0344","27","M","B","210","RESTAURANT/FAST FOOD","","","IC","310","","","","22600    VENTURA                      BL","","34.1675","-118.6189"
"172100512","01/11/2017","01/11/2017","1215","21","Topanga","2187","310","BURGLARY","1607 1609 0344","42","F","W","501","SINGLE FAMILY DWELLING","","","AA","310","","","","21600    DUMETZ                       RD","","34.1635","-118.5977"
"172100568","02/05/2017","02/05/2017","1015","21","Topanga","2173","310","BURGLARY","1606 0321 0344","56","F","W","501","SINGLE FAMILY DWELLING","","","IC","310","","","","23100    CANZONET                     ST","","34.1666","-118.63"
"172100787","06/23/2017","06/23/2017","0615","21","Topanga","2161","310","BURGLARY","1402 1605 0389 1275 0344 0906","116","","","501","SINGLE FAMILY DWELLING","","","AA","310","998","","","23900    OXNARD                       ST","","34.179","-118.6472"
"172100802","07/12/2017","07/12/2017","0350","21","Topanga","2187","310","BURGLARY","0344 1609","116","","","210","RESTAURANT/FAST FOOD","","","IC","310","","","","21700    VENTURA                      BL","","34.1683","-118.6007"
"172100805","07/12/2017","07/09/2017","1245","21","Topanga","2162","310","BURGLARY","1607 0344","116","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","22800    HATTERAS                     ST","","34.1764","-118.6233"
"172100820","07/20/2017","07/20/2017","1100","21","Topanga","2185","310","BURGLARY","0344 1402","116","","","707","GARAGE/CARPORT","","","IC","310","998","","","22200    YBARRA                       RD","","34.1544","-118.6098"
"172100828","07/27/2017","07/27/2017","1830","21","Topanga","2185","310","BURGLARY","1609 0344 0352 0321","116","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","22200    CASS                         AV","","34.1626","-118.6119"
"172100863","08/15/2017","08/14/2017","1100","21","Topanga","2185","310","BURGLARY","0321","116","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5200    SALE                         AV","","34.1641","-118.617"
"172101009","10/27/2017","10/27/2017","0405","21","Topanga","2173","310","BURGLARY","1402 1602 0344","117","","","244","TOBACCO SHOP","","","IC","310","998","","","22800    VENTURA                      BL","","34.166","-118.6233"
"172101010","10/27/2017","10/27/2017","0345","21","Topanga","2173","310","BURGLARY","1607 0344 0329","117","","","203","OTHER BUSINESS","","","IC","310","","","","22800    VENTURA                      BL","","34.166","-118.6233"
"172101011","10/28/2017","10/28/2017","0400","21","Topanga","2187","310","BURGLARY","1402 1501","117","","","402","MARKET","","","IC","310","998","","","21900    VENTURA                      BL","","34.1685","-118.6038"
"172101029","11/06/2017","11/04/2017","1400","21","Topanga","2187","310","BURGLARY","0344 0321 1402","117","","","203","OTHER BUSINESS","","","IC","310","998","","","20900    VENTURA                      BL","","34.1664","-118.5883"
"172101046","11/19/2017","11/19/2017","0100","21","Topanga","2187","310","BURGLARY","1609 0344 1402","117","","","210","RESTAURANT/FAST FOOD","","","IC","310","998","","","20900    VENTURA                      BL","","34.1664","-118.5883"
"172101053","11/22/2017","11/22/2017","1600","21","Topanga","2185","310","BURGLARY","0321 0344 0352 1402 1609","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","998","","","4900    CALDERON                     RD","","34.1611","-118.6171"
"172104070","01/02/2017","01/02/2017","1020","21","Topanga","2161","310","BURGLARY","0344 1601 0352","69","M","W","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5600    VALLEY CIRCLE                BL","","34.1725","-118.6464"
"172104117","01/03/2017","01/03/2017","1100","21","Topanga","2185","310","BURGLARY","0314 1606 1202","88","F","W","501","SINGLE FAMILY DWELLING","","","IC","310","","","","22000    INDEPENDENCIA                ST","","34.1542","-118.6058"
"172104279","01/05/2017","01/05/2017","1515","21","Topanga","2161","310","BURGLARY","0344 0352 0321","94","M","W","501","SINGLE FAMILY DWELLING","","","IC","310","","","","24300    MARTHA                       ST","","34.1726","-118.6547"
"172104280","01/05/2017","01/05/2017","0930","21","Topanga","2161","310","BURGLARY","0344 0352","66","M","W","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5700    OSTIN                        AV","","34.1731","-118.6536"
"172104284","01/05/2017","01/05/2017","0900","21","Topanga","2161","310","BURGLARY","0321 0344 1601","48","M","W","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5500    OSTIN                        AV","","34.1744","-118.6534"
"172104297","01/05/2017","01/05/2017","1630","21","Topanga","2187","310","BURGLARY","0344 1609","43","M","H","501","SINGLE FAMILY DWELLING","","","IC","310","","","","21900    CELES                        ST","","34.1619","-118.6045"
"172104443","01/08/2017","01/08/2017","0215","21","Topanga","2187","310","BURGLARY","1609","37","M","A","210","RESTAURANT/FAST FOOD","","","IC","310","","","","20900    VENTURA                      BL","","34.1664","-118.5883"
"172104499","01/10/2017","01/10/2017","1130","21","Topanga","2161","310","BURGLARY","1609 0344 0321","71","M","O","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5600    BLANCO                       AV","","34.1718","-118.6522"
"172104717","01/13/2017","01/13/2017","2110","21","Topanga","2173","310","BURGLARY","1609 0344 0321","57","M","B","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5200    WOODLAKE                     AV","","34.1641","-118.632"
"172104728","01/13/2017","01/13/2017","2220","21","Topanga","2175","310","BURGLARY","1606 1275","34","M","O","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5900    NEVADA                       AV","","34.1784","-118.6085"
"172104787","01/15/2017","01/15/2017","1400","21","Topanga","2185","310","BURGLARY","0344","79","F","W","501","SINGLE FAMILY DWELLING","","","AA","310","","","","22100    AVENUE SAN LUIS","","34.166","-118.6082"
"172104935","01/18/2017","01/18/2017","0123","21","Topanga","2187","310","BURGLARY","0329 1601","51","M","O","210","RESTAURANT/FAST FOOD","","","IC","310","","","","21600    VENTURA                      BL","","34.1682","-118.5998"
"172104947","01/18/2017","01/17/2017","2030","21","Topanga","2187","310","BURGLARY","1609","59","M","O","210","RESTAURANT/FAST FOOD","","","IC","310","","","","21600    VENTURA                      BL","","34.1682","-118.5998"
"172105103","01/22/2017","01/22/2017","1100","21","Topanga","2177","310","BURGLARY","0344 1609 0321","77","M","A","501","SINGLE FAMILY DWELLING","","","IC","310","","","","20400    MIRANDA                      ST","","34.1741","-118.5777"
"172105125","01/22/2017","01/22/2017","1700","21","Topanga","2177","310","BURGLARY","1202 0344 0321 1609","78","M","W","501","SINGLE FAMILY DWELLING","500","UNKNOWN WEAPON/OTHER WEAPON","IC","310","","","","20800    MARTHA                       ST","","34.1727","-118.5859"
"172105134","01/22/2017","01/22/2017","1800","21","Topanga","2177","310","BURGLARY","0344 0321 0352 1609","62","M","O","501","SINGLE FAMILY DWELLING","","","IC","310","","","","20700    CLARK                        ST","","34.169","-118.5826"
"172105265","01/24/2017","01/24/2017","0830","21","Topanga","2177","310","BURGLARY","1609 0321 0344","45","F","W","501","SINGLE FAMILY DWELLING","","","IC","310","","","","20400    COULSON                      ST","","34.1719","-118.5773"
"172105362","01/21/2017","01/21/2017","1930","21","Topanga","2161","310","BURGLARY","1609 1202 0321 0344 0209","63","F","W","501","SINGLE FAMILY DWELLING","","","IC","310","","","","6000    COUNTY OAK                   RD","","34.18","-118.6677"
"172105448","01/27/2017","01/27/2017","0830","21","Topanga","2173","310","BURGLARY","1609 0321 1202","75","F","W","501","SINGLE FAMILY DWELLING","","","IC","310","","","","23200    GONZALES                     DR","","34.1657","-118.6321"
"172105460","01/27/2017","01/25/2017","1600","21","Topanga","2187","310","BURGLARY","1402 1609 0321 0344","67","F","W","501","SINGLE FAMILY DWELLING","","","IC","310","998","","","5100    CALATRANA                    DR","","34.1613","-118.6022"
"172105613","01/31/2017","01/30/2017","1930","21","Topanga","2175","310","BURGLARY","1607 0344","59","M","W","707","GARAGE/CARPORT","","","IC","310","","","","22100    BURBANK                      BL","","34.172","-118.6084"
"172105614","01/31/2017","01/27/2017","1530","21","Topanga","2177","310","BURGLARY","1606 0344","36","M","O","707","GARAGE/CARPORT","","","IC","310","","","","5700    CANOGA                       AV","","34.1733","-118.5974"
"172105620","01/31/2017","01/31/2017","1700","21","Topanga","2161","310","BURGLARY","1607 0344","64","M","A","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5500    BLANCO                       AV","","34.17","-118.6526"
"172105655","02/01/2017","01/31/2017","2220","21","Topanga","2185","310","BURGLARY","1609 0344","35","M","X","210","RESTAURANT/FAST FOOD","","","IC","310","","","","22100    VENTURA                      BL","","34.1686","-118.6081"
"172105868","02/05/2017","02/05/2017","1030","21","Topanga","2173","310","BURGLARY","1307 0344","46","F","B","123","PARKING UNDERGROUND/BUILDING","","","IC","310","","","","22800    DEL VALLE                    ST","","34.165","-118.6233"
"172106052","02/08/2017","02/08/2017","1000","21","Topanga","2155","310","BURGLARY","1607 0344 0352 0321","27","F","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","310","","","","6300    RANDI                        AV","","34.1847","-118.6103"
"172106207","02/10/2017","02/10/2017","1636","21","Topanga","2175","310","BURGLARY","1606 1822","36","F","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","310","","","","22100    BURBANK                      BL","","34.172","-118.6084"
"172106322","02/13/2017","02/13/2017","1355","21","Topanga","2185","310","BURGLARY","0389 0344 1607 0352","48","F","H","501","SINGLE FAMILY DWELLING","","","AO","310","","","","22300    AVENUE SAN LUIS","","34.1664","-118.6122"
"172106879","02/23/2017","02/22/2017","0200","21","Topanga","2175","310","BURGLARY","0344 1609","39","M","X","210","RESTAURANT/FAST FOOD","","","IC","310","","","","22600    VENTURA                      BL","","34.1675","-118.6189"
"172106911","02/23/2017","02/22/2017","2330","21","Topanga","2155","310","BURGLARY","0344","37","M","O","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","310","","","","6000    FRAGRANS                     WY","","34.1809","-118.6127"
"172106950","02/15/2017","02/14/2017","2100","21","Topanga","2185","310","BURGLARY","0321 1609 1202","90","M","W","501","SINGLE FAMILY DWELLING","","","IC","310","","","","22200    ALIZONDO                     DR","","34.1501","-118.6073"
"172107010","02/25/2017","02/24/2017","1815","21","Topanga","2187","310","BURGLARY","1607 0344 0321","50","M","W","218","BEAUTY/BARBER SHOP","","","IC","310","","","","20900    VENTURA                      BL","","34.1664","-118.5883"
"172107280","03/01/2017","03/01/2017","1235","21","Topanga","2177","310","BURGLARY","0344","24","F","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","310","","","","5500    CANOGA                       AV","","34.1715","-118.5974"
"172107323","03/02/2017","03/02/2017","0630","21","Topanga","2155","310","BURGLARY","0314 0344","46","F","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","310","","","","22100    BAUHINIA                     CT","","34.1814","-118.6101"
"172107467","03/05/2017","03/04/2017","2300","21","Topanga","2155","310","BURGLARY","1609 0344 0321","50","M","W","210","RESTAURANT/FAST FOOD","","","IC","310","","","","6200    TOPANGA CANYON               BL","","34.1828","-118.6102"
"172107477","03/05/2017","03/03/2017","1100","21","Topanga","2161","310","BURGLARY","1609 0321","46","F","W","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5900    EL ESCORPION                 RD","","34.1786","-118.6528"
"172107488","03/05/2017","03/05/2017","0830","21","Topanga","2155","310","BURGLARY","0344 0321 0352 1607","36","F","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","310","","","","22100    ERWIN                        ST","","34.1829","-118.6077"
"172107521","03/06/2017","03/03/2017","1800","21","Topanga","2187","310","BURGLARY","1607","50","M","H","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5200    DON PIO                      DR","","34.1644","-118.6046"
"172107536","03/07/2017","03/06/2017","2300","21","Topanga","2155","310","BURGLARY","0344 0314","45","F","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","310","","","","6100    PERIWINKLE                   WY","","34.1822","-118.6109"
"172107565","03/06/2017","03/04/2017","1230","21","Topanga","2161","310","BURGLARY","0344 0352 1606","74","F","O","501","SINGLE FAMILY DWELLING","","","IC","310","","","","24400    MARTHA                       ST","","34.1722","-118.6557"
"172107591","03/07/2017","03/07/2017","0930","21","Topanga","2172","310","BURGLARY","1601 0344 0321 0352","56","F","A","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5000    ORRVILLE                     AV","","34.1624","-118.643"
"172107627","03/08/2017","03/08/2017","1005","21","Topanga","2175","310","BURGLARY","0344","46","M","O","501","SINGLE FAMILY DWELLING","","","IC","310","","","","22700    MIRANDA                      ST","","34.1747","-118.6211"
"172107726","03/11/2017","03/11/2017","0100","21","Topanga","2187","310","BURGLARY","1602 0344","50","M","W","210","RESTAURANT/FAST FOOD","","","IC","310","","","","20900    VENTURA                      BL","","34.1664","-118.5883"
"172107750","03/11/2017","03/10/2017","1800","21","Topanga","2185","310","BURGLARY","0358","51","F","W","501","SINGLE FAMILY DWELLING","","","IC","310","","","","4900    LLANO                        DR","","34.1573","-118.6107"
"172107768","03/11/2017","03/08/2017","1930","21","Topanga","2161","310","BURGLARY","1609 1202 0321 0344","60","M","A","501","SINGLE FAMILY DWELLING","","","IC","310","","","","6000    ROD                          AV","","34.1796","-118.6623"
"172107948","03/15/2017","03/14/2017","1800","21","Topanga","2187","310","BURGLARY","0344","35","M","X","219","CLEANER/LAUNDROMAT","","","IC","310","","","","20900    VENTURA                      BL","","34.1664","-118.5883"
"172108205","03/22/2017","03/22/2017","0120","21","Topanga","2187","310","BURGLARY","1602","35","M","X","406","OTHER STORE","","","IC","310","","","","5300    TOPANGA CANYON               BL","","34.166","-118.6058"
"172108319","03/24/2017","03/23/2017","1900","21","Topanga","2173","310","BURGLARY","0344 1609","27","M","X","219","CLEANER/LAUNDROMAT","","","IC","310","","","","22900    VENTURA                      BL","","34.1653","-118.6256"
"172108321","03/24/2017","03/24/2017","0225","21","Topanga","2173","310","BURGLARY","0344 1609","63","M","X","402","MARKET","","","IC","310","","","","22800    VENTURA                      BL","","34.166","-118.6233"
"172108526","03/28/2017","03/23/2017","0930","21","Topanga","2177","310","BURGLARY","0344 1607 0321","61","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","310","","","","5800    OWENSMOUTH                   AV","","34.1753","-118.6015"
"172108527","03/28/2017","03/23/2017","0930","21","Topanga","2177","310","BURGLARY","0344 1607 0321","65","F","H","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5800    OWENSMOUTH                   AV","","34.1753","-118.6015"
"172108561","03/28/2017","03/27/2017","1930","21","Topanga","2175","310","BURGLARY","1607 0344","28","M","W","708","CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE)","","","IC","310","","","","5900    SHOUP                        AV","","34.1778","-118.6146"
"172108562","03/28/2017","03/27/2017","1930","21","Topanga","2175","310","BURGLARY","1607 0344","61","F","W","723","PRIVATE SCHOOL/PRESCHOOL","","","IC","310","","","","5900    SHOUP                        AV","","34.1778","-118.6146"
"172108577","03/29/2017","03/28/2017","0100","21","Topanga","2187","310","BURGLARY","0344 1609","31","M","H","210","RESTAURANT/FAST FOOD","","","IC","310","","","","5400    CANOGA                       AV","","34.1679","-118.5974"
"172108592","03/29/2017","03/28/2017","2100","21","Topanga","2185","310","BURGLARY","1609 0375","54","F","H","210","RESTAURANT/FAST FOOD","500","UNKNOWN WEAPON/OTHER WEAPON","IC","310","","","","4800    TOPANGA CANYON               BL","","34.1592","-118.6108"
"172108593","03/29/2017","03/27/2017","2100","21","Topanga","2175","310","BURGLARY","0344 1607","52","M","A","708","CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE)","500","UNKNOWN WEAPON/OTHER WEAPON","IC","310","","","","5600    SHOUP                        AV","","34.172","-118.6146"
"172108608","03/29/2017","03/29/2017","2020","21","Topanga","2185","310","BURGLARY","0344 0321 1606","53","F","O","501","SINGLE FAMILY DWELLING","","","IC","310","","","","22200    MACFARLANE                   DR","","34.1661","-118.6112"
"172108645","03/29/2017","03/28/2017","2100","21","Topanga","2187","310","BURGLARY","0344 1609 0375","58","M","O","210","RESTAURANT/FAST FOOD","","","IC","310","","","","21600    VENTURA                      BL","","34.1682","-118.5998"
"172108798","04/03/2017","03/31/2017","1500","21","Topanga","2185","310","BURGLARY","0344","46","M","H","120","STORAGE SHED","","","IC","310","","","","4900    LLANO                        DR","","34.1573","-118.6107"
"172108949","04/06/2017","04/06/2017","1930","21","Topanga","2155","310","BURGLARY","1607 0344","36","M","O","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","310","","","","22200    VICTORY                      BL","","34.1865","-118.6103"
"172109002","04/08/2017","04/07/2017","2030","21","Topanga","2187","310","BURGLARY","1601 0314","55","F","W","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5000    CATALON                      AV","","34.1604","-118.5884"
"172109045","04/09/2017","02/18/2017","1700","21","Topanga","2155","310","BURGLARY","1606 0344","53","F","W","501","SINGLE FAMILY DWELLING","","","IC","310","","","","22300    MOREA                        WY","","34.1814","-118.6132"
"172109123","04/10/2017","04/10/2017","0915","21","Topanga","2177","310","BURGLARY","0344 0352 1609","116","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5600    OSO                          AV","","34.1719","-118.5773"
"172109356","04/02/2017","04/01/2017","1100","21","Topanga","2155","310","BURGLARY","0344 0352 1609","116","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","22200    SUMMIT VUE                   DR","","34.1798","-118.6104"
"172109474","04/17/2017","04/16/2017","2210","21","Topanga","2185","310","BURGLARY","1609","116","","","210","RESTAURANT/FAST FOOD","","","IC","310","","","","4800    TOPANGA CANYON               BL","","34.1592","-118.6108"
"172109558","04/20/2017","04/19/2017","2230","21","Topanga","2173","310","BURGLARY","1607","116","","","220","NAIL SALON","","","IC","310","","","","22800    VENTURA                      BL","","34.166","-118.6233"
"172109772","04/24/2017","04/21/2017","2300","21","Topanga","2162","310","BURGLARY","1607 0344 0321 0329","116","","","704","ELEMENTARY SCHOOL","","","IC","310","","","","23200    HATTERAS                     ST","","34.1756","-118.6321"
"172109843","04/26/2017","04/25/2017","2113","21","Topanga","2175","310","BURGLARY","0344","116","","","203","OTHER BUSINESS","","","IC","310","","","","22700    VENTURA                      BL","","34.1669","-118.6207"
"172109856","04/26/2017","04/25/2017","2200","21","Topanga","2175","310","BURGLARY","1607","116","","","203","OTHER BUSINESS","","","IC","310","","","","22700    VENTURA                      BL","","34.1669","-118.6207"
"172109857","04/26/2017","04/18/2017","0300","21","Topanga","2155","310","BURGLARY","0344 0314 1606","116","","","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","310","","","","22200    VICTORY                      BL","","34.1865","-118.6103"
"172109928","04/27/2017","04/27/2017","0233","21","Topanga","2162","310","BURGLARY","1606 0344","116","","","203","OTHER BUSINESS","","","IC","310","","","","5800    FALLBROOK                    AV","","34.1765","-118.634"
"172110055","04/28/2017","04/28/2017","1800","21","Topanga","2177","310","BURGLARY","0321 0344","116","","","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","310","","","","5500    CANOGA                       AV","","34.1715","-118.5974"
"172110123","05/01/2017","05/01/2017","0730","21","Topanga","2161","310","BURGLARY","0344","116","","","501","SINGLE FAMILY DWELLING","","","IC","310","998","","","5600    VALLEY CIRCLE                BL","","34.1725","-118.6464"
"172110186","05/01/2017","04/30/2017","1700","21","Topanga","2185","310","BURGLARY","0344","116","","","108","PARKING LOT","","","IC","310","","","","22100    VENTURA                      BL","","34.1686","-118.6081"
"172110259","05/04/2017","05/04/2017","0705","21","Topanga","2175","310","BURGLARY","0358 0344 1402 1419","116","","","501","SINGLE FAMILY DWELLING","","","IC","310","998","","","5700    FALLBROOK                    AV","","34.1738","-118.6233"
"172110283","05/04/2017","04/30/2017","1800","21","Topanga","2177","310","BURGLARY","1607 0344","116","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","20800    CLARK                        ST","","34.1688","-118.5854"
"172110683","05/15/2017","02/25/2017","1200","21","Topanga","2187","310","BURGLARY","0344","116","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","21300    COSTANSO                     ST","","34.1666","-118.5958"
"172110886","05/19/2017","05/07/2017","0703","21","Topanga","2187","310","BURGLARY","1603 2004 0344","116","","","203","OTHER BUSINESS","","","IC","310","","","","21000    VENTURA                      BL","","34.1667","-118.5908"
"172110891","05/19/2017","05/11/2017","2300","21","Topanga","2187","310","BURGLARY","1609 0344","116","","","501","SINGLE FAMILY DWELLING","","","AO","310","","","","4900    MEDINA                       DR","","34.1581","-118.6006"
"172110906","05/20/2017","05/20/2017","0228","21","Topanga","2185","310","BURGLARY","0344 1607 1609","116","","","203","OTHER BUSINESS","","","IC","310","","","","22100    CLARENDON                    ST","","34.1697","-118.608"
"172110960","05/21/2017","05/19/2017","0800","21","Topanga","2175","310","BURGLARY","0344 1275","116","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","22700    LEONORA                      DR","","34.1678","-118.6211"
"172111280","05/28/2017","05/27/2017","1500","21","Topanga","2175","310","BURGLARY","0329 0321 1601","116","","","708","CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE)","","","IC","310","","","","5900    SHOUP                        AV","","34.1778","-118.6146"
"172111551","06/02/2017","06/01/2017","0945","21","Topanga","2161","310","BURGLARY","0344 1604 1605 1202","116","","","501","SINGLE FAMILY DWELLING","","","AO","310","","","","23900    OXNARD                       ST","","34.179","-118.6472"
"172111703","06/06/2017","06/06/2017","0830","21","Topanga","2161","310","BURGLARY","1606 0321 0344","116","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","24700    CALVERT                      ST","","34.1833","-118.6629"
"172111765","06/07/2017","06/06/2017","1200","21","Topanga","2177","310","BURGLARY","0344 0352 1609 0321","116","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5700    KELVIN                       AV","","34.1747","-118.5868"
"172111811","06/08/2017","06/08/2017","1915","21","Topanga","2177","310","BURGLARY","0344 0352 0321","116","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","20400    CLARK                        ST","","34.171","-118.578"
"172111850","06/09/2017","06/09/2017","2000","21","Topanga","2175","310","BURGLARY","0321 1606 0344","116","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","22700    BURBANK                      BL","","34.172","-118.6211"
"172111863","06/07/2017","06/07/2017","1605","21","Topanga","2173","310","BURGLARY","0314 1202 0329 0361 2002 1601","116","","","501","SINGLE FAMILY DWELLING","","","AA","310","","","","22800    MARIANO                      ST","","34.1683","-118.6233"
"172111886","06/09/2017","06/06/2017","2000","21","Topanga","2175","310","BURGLARY","0321 0344","116","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","22700    CLARENDON                    ST","","34.1692","-118.6211"
"172111953","06/12/2017","06/12/2017","0355","21","Topanga","2187","310","BURGLARY","1609 0329","116","","","210","RESTAURANT/FAST FOOD","","","IC","310","","","","20900    VENTURA                      BL","","34.1664","-118.5883"
"172111961","06/13/2017","06/13/2017","0200","21","Topanga","2175","310","BURGLARY","0344 0314","116","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","22100    TIARA                        ST","","34.1783","-118.6076"
"172112008","06/13/2017","06/13/2017","0430","21","Topanga","2175","310","BURGLARY","1609","116","","","210","RESTAURANT/FAST FOOD","","","IC","310","","","","22300    VENTURA                      BL","","34.169","-118.6128"
"172112010","06/13/2017","06/13/2017","1155","21","Topanga","2162","310","BURGLARY","1609 0321","116","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","23200    CALVERT                      ST","","34.1812","-118.6315"
"172112030","06/12/2017","06/11/2017","0001","21","Topanga","2175","310","BURGLARY","1609","116","","","210","RESTAURANT/FAST FOOD","","","IC","310","","","","22600    VENTURA                      BL","","34.1675","-118.6189"
"172112031","06/12/2017","06/11/2017","2230","21","Topanga","2175","310","BURGLARY","1609","116","","","210","RESTAURANT/FAST FOOD","","","IC","310","","","","22600    VENTURA                      BL","","34.1675","-118.6189"
"172112032","06/12/2017","06/12/2017","0445","21","Topanga","2175","310","BURGLARY","1609","116","","","203","OTHER BUSINESS","","","IC","310","","","","22600    VENTURA                      BL","","34.1675","-118.6189"
"172112270","06/16/2017","06/16/2017","0500","21","Topanga","2187","310","BURGLARY","1609 0344","116","","","210","RESTAURANT/FAST FOOD","","","IC","310","","","","21800    VENTURA                      BL","","34.1684","-118.6021"
"172112639","06/20/2017","06/20/2017","2030","21","Topanga","2177","310","BURGLARY","0314 0344","116","","","501","SINGLE FAMILY DWELLING","","","AA","310","","","","5800    KELVIN                       AV","","34.1761","-118.5845"
"172112716","06/22/2017","06/21/2017","1930","21","Topanga","2155","310","BURGLARY","1606 0344 0321","116","","","507","CONDOMINIUM/TOWNHOUSE","","","IC","310","","","","6000    CRAPE MYRTLE                 CT","","34.1809","-118.6121"
"172112725","06/22/2017","06/22/2017","1015","21","Topanga","2187","310","BURGLARY","1609 0321 0344","116","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","21400    DE LA OSA                    ST","","34.1608","-118.5964"
"172112750","06/22/2017","06/22/2017","0800","21","Topanga","2175","310","BURGLARY","1601 0344 0352","116","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","22400    MIRANDA                      ST","","34.1756","-118.6146"
"172112753","06/22/2017","06/22/2017","0615","21","Topanga","2185","310","BURGLARY","1609","116","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","22200    MACFARLANE                   DR","","34.1661","-118.6112"
"172112833","06/24/2017","06/24/2017","0900","21","Topanga","2187","310","BURGLARY","0344 1202 1275","116","","","501","SINGLE FAMILY DWELLING","","","AA","310","","","","4900    MARMOL                       DR","","34.1587","-118.5899"
